Sector_1,Sector_2,Correlation,Year
JOLTSHealthCareSocialAssistance,UNEMPLOYED,-0.5676078587310878,2001
JOLTSLeisureANDHospitality,JOLTS_Government,0.015842017111881077,2001
JOLTSLeisureANDHospitality,JOLTSDurableGoodsManuf,0.921213045448148,2001
JOLTSLeisureANDHospitality,JOLTS_Information,0.8991357874514189,2001
JOLTSLeisureANDHospitality,JOLTSFinanceANDInsurance,0.9157157022463246,2001
JOLTSLeisureANDHospitality,JOLTSHealthCareSocialAssistance,0.9032152565183019,2001
JOLTSLeisureANDHospitality,JOLTSLeisureANDHospitality,1.0,2001
JOLTSLeisureANDHospitality,JOLTSPrivEduHealthServices,0.9315638109396124,2001
JOLTSLeisureANDHospitality,JOLTSProf_AND_Bus.Services,0.8680598110795715,2001
JOLTSLeisureANDHospitality,JOLTSRetailTrade,0.5068081149474835,2001
JOLTSLeisureANDHospitality,JOLTSTransp_Warehousing_Utlts,0.9650839794224295,2001
JOLTSLeisureANDHospitality,JOLTSNondurableGoodsManuf,0.9375812033814428,2001
JOLTSLeisureANDHospitality,JTSJOL_TOTAL,0.9256864250296428,2001
JOLTSLeisureANDHospitality,UNEMPLOYED,-0.8607346787799419,2001
JOLTSPrivEduHealthServices,JOLTS_Government,-0.2184957466801354,2001
JOLTSPrivEduHealthServices,JOLTSDurableGoodsManuf,0.7203783238002199,2001
JOLTSPrivEduHealthServices,JOLTS_Information,0.7147315790192517,2001
JOLTSPrivEduHealthServices,JOLTSFinanceANDInsurance,0.7896088024678685,2001
JOLTSPrivEduHealthServices,JOLTSHealthCareSocialAssistance,0.9929134698609153,2001
JOLTSPrivEduHealthServices,JOLTSLeisureANDHospitality,0.9315638109396124,2001
JOLTSPrivEduHealthServices,JOLTSPrivEduHealthServices,1.0,2001
JOLTSPrivEduHealthServices,JOLTSProf_AND_Bus.Services,0.6398594360111789,2001
JOLTSPrivEduHealthServices,JOLTSRetailTrade,0.18976491482015206,2001
JOLTSPrivEduHealthServices,JOLTSTransp_Warehousing_Utlts,0.9523000254316398,2001
JOLTSPrivEduHealthServices,JOLTSNondurableGoodsManuf,0.8203177896514063,2001
JOLTSPrivEduHealthServices,JTSJOL_TOTAL,0.7277999871760801,2001
JOLTSPrivEduHealthServices,UNEMPLOYED,-0.6415898791200242,2001
JOLTSProf_AND_Bus.Services,JOLTS_Government,0.17670317208541705,2001
JOLTSProf_AND_Bus.Services,JOLTSDurableGoodsManuf,0.991085915102665,2001
JOLTSProf_AND_Bus.Services,JOLTS_Information,0.9863157821343405,2001
JOLTSProf_AND_Bus.Services,JOLTSFinanceANDInsurance,0.8122354696055732,2001
JOLTSProf_AND_Bus.Services,JOLTSHealthCareSocialAssistance,0.6086408187692433,2001
JOLTSProf_AND_Bus.Services,JOLTSLeisureANDHospitality,0.8680598110795715,2001
JOLTSProf_AND_Bus.Services,JOLTSPrivEduHealthServices,0.6398594360111789,2001
JOLTSProf_AND_Bus.Services,JOLTSProf_AND_Bus.Services,1.0,2001
JOLTSProf_AND_Bus.Services,JOLTSRetailTrade,0.8663042104237874,2001
JOLTSProf_AND_Bus.Services,JOLTSTransp_Warehousing_Utlts,0.7315451499238544,2001
JOLTSProf_AND_Bus.Services,JOLTSNondurableGoodsManuf,0.9371926641036933,2001
JOLTSProf_AND_Bus.Services,JTSJOL_TOTAL,0.9891690141078234,2001
JOLTSProf_AND_Bus.Services,UNEMPLOYED,-0.9069743070391104,2001
JOLTSRetailTrade,JOLTS_Government,0.2192923537615435,2001
JOLTSRetailTrade,JOLTSDurableGoodsManuf,0.7941167664848949,2001
JOLTSRetailTrade,JOLTS_Information,0.8222109143217027,2001
JOLTSRetailTrade,JOLTSFinanceANDInsurance,0.46415491317511653,2001
JOLTSRetailTrade,JOLTSHealthCareSocialAssistance,0.1725508024462971,2001
JOLTSRetailTrade,JOLTSLeisureANDHospitality,0.5068081149474835,2001
JOLTSRetailTrade,JOLTSPrivEduHealthServices,0.18976491482015206,2001
JOLTSRetailTrade,JOLTSProf_AND_Bus.Services,0.8663042104237874,2001
JOLTSRetailTrade,JOLTSRetailTrade,1.0,2001
JOLTSRetailTrade,JOLTSTransp_Warehousing_Utlts,0.2940883016257254,2001
JOLTSRetailTrade,JOLTSNondurableGoodsManuf,0.7066942325828647,2001
JOLTSRetailTrade,JTSJOL_TOTAL,0.7859339618614947,2001
JOLTSRetailTrade,UNEMPLOYED,-0.6831812469525732,2001
JOLTSTransp_Warehousing_Utlts,JOLTS_Government,0.0878362545206194,2001
JOLTSTransp_Warehousing_Utlts,JOLTSDurableGoodsManuf,0.8144278677268703,2001
JOLTSTransp_Warehousing_Utlts,JOLTS_Information,0.7578431886143479,2001
JOLTSTransp_Warehousing_Utlts,JOLTSFinanceANDInsurance,0.9367803544389023,2001
JOLTSTransp_Warehousing_Utlts,JOLTSHealthCareSocialAssistance,0.9104281738710004,2001
JOLTSTransp_Warehousing_Utlts,JOLTSLeisureANDHospitality,0.9650839794224295,2001
JOLTSTransp_Warehousing_Utlts,JOLTSPrivEduHealthServices,0.9523000254316398,2001
JOLTSTransp_Warehousing_Utlts,JOLTSProf_AND_Bus.Services,0.7315451499238544,2001
JOLTSTransp_Warehousing_Utlts,JOLTSRetailTrade,0.2940883016257254,2001
JOLTSTransp_Warehousing_Utlts,JOLTSTransp_Warehousing_Utlts,1.0,2001
JOLTSTransp_Warehousing_Utlts,JOLTSNondurableGoodsManuf,0.8149155991080872,2001
JOLTSTransp_Warehousing_Utlts,JTSJOL_TOTAL,0.8220865014750826,2001
JOLTSTransp_Warehousing_Utlts,UNEMPLOYED,-0.8214320663688274,2001
JOLTSNondurableGoodsManuf,JOLTS_Government,-0.1335009792324959,2001
JOLTSNondurableGoodsManuf,JOLTSDurableGoodsManuf,0.9468228838281134,2001
JOLTSNondurableGoodsManuf,JOLTS_Information,0.980144239536841,2001
JOLTSNondurableGoodsManuf,JOLTSFinanceANDInsurance,0.7697988404095759,2001
JOLTSNondurableGoodsManuf,JOLTSHealthCareSocialAssistance,0.8183875388034987,2001
JOLTSNondurableGoodsManuf,JOLTSLeisureANDHospitality,0.9375812033814428,2001
JOLTSNondurableGoodsManuf,JOLTSPrivEduHealthServices,0.8203177896514063,2001
JOLTSNondurableGoodsManuf,JOLTSProf_AND_Bus.Services,0.9371926641036933,2001
JOLTSNondurableGoodsManuf,JOLTSRetailTrade,0.7066942325828647,2001
JOLTSNondurableGoodsManuf,JOLTSTransp_Warehousing_Utlts,0.8149155991080872,2001
JOLTSNondurableGoodsManuf,JOLTSNondurableGoodsManuf,1.0,2001
JOLTSNondurableGoodsManuf,JTSJOL_TOTAL,0.9467590100085607,2001
JOLTSNondurableGoodsManuf,UNEMPLOYED,-0.7909750256680637,2001
JTSJOL_TOTAL,JOLTS_Government,0.19177098766815576,2001
JTSJOL_TOTAL,JOLTSDurableGoodsManuf,0.9999062288258573,2001
JTSJOL_TOTAL,JOLTS_Information,0.9792330705573231,2001
JTSJOL_TOTAL,JOLTSFinanceANDInsurance,0.8837758598427664,2001
JTSJOL_TOTAL,JOLTSHealthCareSocialAssistance,0.6899657202807111,2001
JTSJOL_TOTAL,JOLTSLeisureANDHospitality,0.9256864250296428,2001
JTSJOL_TOTAL,JOLTSPrivEduHealthServices,0.7277999871760801,2001
JTSJOL_TOTAL,JOLTSProf_AND_Bus.Services,0.9891690141078234,2001
JTSJOL_TOTAL,JOLTSRetailTrade,0.7859339618614947,2001
JTSJOL_TOTAL,JOLTSTransp_Warehousing_Utlts,0.8220865014750826,2001
JTSJOL_TOTAL,JOLTSNondurableGoodsManuf,0.9467590100085607,2001
JTSJOL_TOTAL,JTSJOL_TOTAL,1.0,2001
JTSJOL_TOTAL,UNEMPLOYED,-0.9398291768077384,2001
UNEMPLOYED,JOLTS_Government,-0.49175197252195085,2001
UNEMPLOYED,JOLTSDurableGoodsManuf,-0.9375421456827002,2001
UNEMPLOYED,JOLTS_Information,-0.8520149762706134,2001
UNEMPLOYED,JOLTSFinanceANDInsurance,-0.9572969449494442,2001
UNEMPLOYED,JOLTSHealthCareSocialAssistance,-0.5676078587310878,2001
UNEMPLOYED,JOLTSLeisureANDHospitality,-0.8607346787799419,2001
UNEMPLOYED,JOLTSPrivEduHealthServices,-0.6415898791200242,2001
UNEMPLOYED,JOLTSProf_AND_Bus.Services,-0.9069743070391104,2001
UNEMPLOYED,JOLTSRetailTrade,-0.6831812469525732,2001
UNEMPLOYED,JOLTSTransp_Warehousing_Utlts,-0.8214320663688274,2001
UNEMPLOYED,JOLTSNondurableGoodsManuf,-0.7909750256680637,2001
UNEMPLOYED,JTSJOL_TOTAL,-0.9398291768077384,2001
UNEMPLOYED,UNEMPLOYED,1.0,2001
JOLTS_Government,JOLTS_Government,1.0,2002
JOLTS_Government,JOLTSDurableGoodsManuf,0.7830820947201793,2002
JOLTS_Government,JOLTS_Information,0.9283013529813685,2002
JOLTS_Government,JOLTSFinanceANDInsurance,0.1787731263020205,2002
JOLTS_Government,JOLTSHealthCareSocialAssistance,0.7611153815019888,2002
JOLTS_Government,JOLTSLeisureANDHospitality,0.031807870917961355,2002
JOLTS_Government,JOLTSPrivEduHealthServices,0.9108865432843862,2002
JOLTS_Government,JOLTSProf_AND_Bus.Services,-0.9516133868962522,2002
JOLTS_Government,JOLTSRetailTrade,0.8102106921135357,2002
JOLTS_Government,JOLTSTransp_Warehousing_Utlts,-0.10377738238996788,2002
JOLTS_Government,JOLTSNondurableGoodsManuf,0.9525196264127517,2002
JOLTS_Government,JTSJOL_TOTAL,0.8358496140293394,2002
JOLTS_Government,UNEMPLOYED,-0.7339738750265081,2002
JOLTSDurableGoodsManuf,JOLTS_Government,0.7830820947201793,2002
JOLTSDurableGoodsManuf,JOLTSDurableGoodsManuf,1.0,2002
JOLTSDurableGoodsManuf,JOLTS_Information,0.6179557115077412,2002
JOLTSDurableGoodsManuf,JOLTSFinanceANDInsurance,-0.42646779337193486,2002
JOLTSDurableGoodsManuf,JOLTSHealthCareSocialAssistance,0.47093932101953634,2002
JOLTSDurableGoodsManuf,JOLTSLeisureANDHospitality,-0.38967228112582974,2002
JOLTSDurableGoodsManuf,JOLTSPrivEduHealthServices,0.591003701401093,2002
JOLTSDurableGoodsManuf,JOLTSProf_AND_Bus.Services,-0.5632624887728296,2002
JOLTSDurableGoodsManuf,JOLTSRetailTrade,0.8989092101542345,2002
JOLTSDurableGoodsManuf,JOLTSTransp_Warehousing_Utlts,-0.3920945329177291,2002
JOLTSDurableGoodsManuf,JOLTSNondurableGoodsManuf,0.5575849517770503,2002
JOLTSDurableGoodsManuf,JTSJOL_TOTAL,0.3699837637660967,2002
JOLTSDurableGoodsManuf,UNEMPLOYED,-0.7276038733042284,2002
JOLTS_Information,JOLTS_Government,0.9283013529813685,2002
JOLTS_Information,JOLTSDurableGoodsManuf,0.6179557115077412,2002
JOLTS_Information,JOLTS_Information,1.0,2002
JOLTS_Information,JOLTSFinanceANDInsurance,0.44757918203748315,2002
JOLTS_Information,JOLTSHealthCareSocialAssistance,0.9440153317535727,2002
JOLTS_Information,JOLTSLeisureANDHospitality,0.3905707120161849,2002
JOLTS_Information,JOLTSPrivEduHealthServices,0.9990121617573083,2002
JOLTS_Information,JOLTSProf_AND_Bus.Services,-0.9037774047429051,2002
JOLTS_Information,JOLTSRetailTrade,0.8099113481848427,2002
JOLTS_Information,JOLTSTransp_Warehousing_Utlts,-0.2907623257927009,2002
JOLTS_Information,JOLTSNondurableGoodsManuf,0.9477555699678676,2002
JOLTS_Information,JTSJOL_TOTAL,0.9555734286622658,2002
JOLTS_Information,UNEMPLOYED,-0.84592590016976,2002
JOLTSFinanceANDInsurance,JOLTS_Government,0.1787731263020205,2002
JOLTSFinanceANDInsurance,JOLTSDurableGoodsManuf,-0.42646779337193486,2002
JOLTSFinanceANDInsurance,JOLTS_Information,0.44757918203748315,2002
JOLTSFinanceANDInsurance,JOLTSFinanceANDInsurance,1.0,2002
JOLTSFinanceANDInsurance,JOLTSHealthCareSocialAssistance,0.5486785843988315,2002
JOLTSFinanceANDInsurance,JOLTSLeisureANDHospitality,0.8899417435872724,2002
JOLTSFinanceANDInsurance,JOLTSPrivEduHealthServices,0.47692980505948795,2002
JOLTSFinanceANDInsurance,JOLTSProf_AND_Bus.Services,-0.4015475922697673,2002
JOLTSFinanceANDInsurance,JOLTSRetailTrade,-0.09235382062162378,2002
JOLTSFinanceANDInsurance,JOLTSTransp_Warehousing_Utlts,0.11673309968887069,2002
JOLTSFinanceANDInsurance,JOLTSNondurableGoodsManuf,0.4579614653336418,2002
JOLTSFinanceANDInsurance,JTSJOL_TOTAL,0.6790292784901965,2002
JOLTSFinanceANDInsurance,UNEMPLOYED,-0.1429419789451161,2002
JOLTSHealthCareSocialAssistance,JOLTS_Government,0.7611153815019888,2002
JOLTSHealthCareSocialAssistance,JOLTSDurableGoodsManuf,0.47093932101953634,2002
JOLTSHealthCareSocialAssistance,JOLTS_Information,0.9440153317535727,2002
JOLTSHealthCareSocialAssistance,JOLTSFinanceANDInsurance,0.5486785843988315,2002
JOLTSHealthCareSocialAssistance,JOLTSHealthCareSocialAssistance,1.0,2002
JOLTSHealthCareSocialAssistance,JOLTSLeisureANDHospitality,0.6175080513906335,2002
JOLTSHealthCareSocialAssistance,JOLTSPrivEduHealthServices,0.956552365703814,2002
JOLTSHealthCareSocialAssistance,JOLTSProf_AND_Bus.Services,-0.7250788581317555,2002
JOLTSHealthCareSocialAssistance,JOLTSRetailTrade,0.7799199930990878,2002
JOLTSHealthCareSocialAssistance,JOLTSTransp_Warehousing_Utlts,-0.5087332257684364,2002
JOLTSHealthCareSocialAssistance,JOLTSNondurableGoodsManuf,0.8055615254647073,2002
JOLTSHealthCareSocialAssistance,JTSJOL_TOTAL,0.9152444975444529,2002
JOLTSHealthCareSocialAssistance,UNEMPLOYED,-0.8996476746021267,2002
JOLTSLeisureANDHospitality,JOLTS_Government,0.031807870917961355,2002
JOLTSLeisureANDHospitality,JOLTSDurableGoodsManuf,-0.38967228112582974,2002
JOLTSLeisureANDHospitality,JOLTS_Information,0.3905707120161849,2002
JOLTSLeisureANDHospitality,JOLTSFinanceANDInsurance,0.8899417435872724,2002
JOLTSLeisureANDHospitality,JOLTSHealthCareSocialAssistance,0.6175080513906335,2002
JOLTSLeisureANDHospitality,JOLTSLeisureANDHospitality,1.0,2002
JOLTSLeisureANDHospitality,JOLTSPrivEduHealthServices,0.43023699991935055,2002
JOLTSLeisureANDHospitality,JOLTSProf_AND_Bus.Services,-0.1551780632700263,2002
JOLTSLeisureANDHospitality,JOLTSRetailTrade,0.04275808243318265,2002
JOLTSLeisureANDHospitality,JOLTSTransp_Warehousing_Utlts,-0.3105259373512451,2002
JOLTSLeisureANDHospitality,JOLTSNondurableGoodsManuf,0.25592396131685285,2002
JOLTSLeisureANDHospitality,JTSJOL_TOTAL,0.5574890086635661,2002
JOLTSLeisureANDHospitality,UNEMPLOYED,-0.3310439945123107,2002
JOLTSPrivEduHealthServices,JOLTS_Government,0.9108865432843862,2002
JOLTSPrivEduHealthServices,JOLTSDurableGoodsManuf,0.591003701401093,2002
JOLTSPrivEduHealthServices,JOLTS_Information,0.9990121617573083,2002
JOLTSPrivEduHealthServices,JOLTSFinanceANDInsurance,0.47692980505948795,2002
JOLTSPrivEduHealthServices,JOLTSHealthCareSocialAssistance,0.956552365703814,2002
JOLTSPrivEduHealthServices,JOLTSLeisureANDHospitality,0.43023699991935055,2002
JOLTSPrivEduHealthServices,JOLTSPrivEduHealthServices,1.0,2002
JOLTSPrivEduHealthServices,JOLTSProf_AND_Bus.Services,-0.8901885351526511,2002
JOLTSPrivEduHealthServices,JOLTSRetailTrade,0.8007548499814368,2002
JOLTSPrivEduHealthServices,JOLTSTransp_Warehousing_Utlts,-0.3082168541113907,2002
JOLTSPrivEduHealthServices,JOLTSNondurableGoodsManuf,0.938762706789382,2002
JOLTSPrivEduHealthServices,JTSJOL_TOTAL,0.9613818883386048,2002
JOLTSPrivEduHealthServices,UNEMPLOYED,-0.8499434900890642,2002
JOLTSProf_AND_Bus.Services,JOLTS_Government,-0.9516133868962522,2002
JOLTSProf_AND_Bus.Services,JOLTSDurableGoodsManuf,-0.5632624887728296,2002
JOLTSProf_AND_Bus.Services,JOLTS_Information,-0.9037774047429051,2002
JOLTSProf_AND_Bus.Services,JOLTSFinanceANDInsurance,-0.4015475922697673,2002
JOLTSProf_AND_Bus.Services,JOLTSHealthCareSocialAssistance,-0.7250788581317555,2002
JOLTSProf_AND_Bus.Services,JOLTSLeisureANDHospitality,-0.1551780632700263,2002
JOLTSProf_AND_Bus.Services,JOLTSPrivEduHealthServices,-0.8901885351526511,2002
JOLTSProf_AND_Bus.Services,JOLTSProf_AND_Bus.Services,1.0,2002
JOLTSProf_AND_Bus.Services,JOLTSRetailTrade,-0.6086490813339276,2002
JOLTSProf_AND_Bus.Services,JOLTSTransp_Warehousing_Utlts,-0.12838309571345552,2002
JOLTSProf_AND_Bus.Services,JOLTSNondurableGoodsManuf,-0.9920027991484528,2002
JOLTSProf_AND_Bus.Services,JTSJOL_TOTAL,-0.9007004339374024,2002
JOLTSProf_AND_Bus.Services,UNEMPLOYED,0.5669739596092118,2002
JOLTSRetailTrade,JOLTS_Government,0.8102106921135357,2002
JOLTSRetailTrade,JOLTSDurableGoodsManuf,0.8989092101542345,2002
JOLTSRetailTrade,JOLTS_Information,0.8099113481848427,2002
JOLTSRetailTrade,JOLTSFinanceANDInsurance,-0.09235382062162378,2002
JOLTSRetailTrade,JOLTSHealthCareSocialAssistance,0.7799199930990878,2002
JOLTSRetailTrade,JOLTSLeisureANDHospitality,0.04275808243318265,2002
JOLTSRetailTrade,JOLTSPrivEduHealthServices,0.8007548499814368,2002
JOLTSRetailTrade,JOLTSProf_AND_Bus.Services,-0.6086490813339276,2002
JOLTSRetailTrade,JOLTSRetailTrade,1.0,2002
JOLTSRetailTrade,JOLTSTransp_Warehousing_Utlts,-0.643507582804005,2002
JOLTSRetailTrade,JOLTSNondurableGoodsManuf,0.6558673837338603,2002
JOLTSRetailTrade,JTSJOL_TOTAL,0.6050316257492308,2002
JOLTSRetailTrade,UNEMPLOYED,-0.9546045163753389,2002
JOLTSTransp_Warehousing_Utlts,JOLTS_Government,-0.10377738238996788,2002
JOLTSTransp_Warehousing_Utlts,JOLTSDurableGoodsManuf,-0.3920945329177291,2002
JOLTSTransp_Warehousing_Utlts,JOLTS_Information,-0.2907623257927009,2002
JOLTSTransp_Warehousing_Utlts,JOLTSFinanceANDInsurance,0.11673309968887069,2002
JOLTSTransp_Warehousing_Utlts,JOLTSHealthCareSocialAssistance,-0.5087332257684364,2002
JOLTSTransp_Warehousing_Utlts,JOLTSLeisureANDHospitality,-0.3105259373512451,2002
JOLTSTransp_Warehousing_Utlts,JOLTSPrivEduHealthServices,-0.3082168541113907,2002
JOLTSTransp_Warehousing_Utlts,JOLTSProf_AND_Bus.Services,-0.12838309571345552,2002
JOLTSTransp_Warehousing_Utlts,JOLTSRetailTrade,-0.643507582804005,2002
JOLTSTransp_Warehousing_Utlts,JOLTSTransp_Warehousing_Utlts,1.0,2002
JOLTSTransp_Warehousing_Utlts,JOLTSNondurableGoodsManuf,0.025032345031792306,2002
JOLTSTransp_Warehousing_Utlts,JTSJOL_TOTAL,-0.11890171837983682,2002
JOLTSTransp_Warehousing_Utlts,UNEMPLOYED,0.7434520501727537,2002
JOLTSNondurableGoodsManuf,JOLTS_Government,0.9525196264127517,2002
JOLTSNondurableGoodsManuf,JOLTSDurableGoodsManuf,0.5575849517770503,2002
JOLTSNondurableGoodsManuf,JOLTS_Information,0.9477555699678676,2002
JOLTSNondurableGoodsManuf,JOLTSFinanceANDInsurance,0.4579614653336418,2002
JOLTSNondurableGoodsManuf,JOLTSHealthCareSocialAssistance,0.8055615254647073,2002
JOLTSNondurableGoodsManuf,JOLTSLeisureANDHospitality,0.25592396131685285,2002
JOLTSNondurableGoodsManuf,JOLTSPrivEduHealthServices,0.938762706789382,2002
JOLTSNondurableGoodsManuf,JOLTSProf_AND_Bus.Services,-0.9920027991484528,2002
JOLTSNondurableGoodsManuf,JOLTSRetailTrade,0.6558673837338603,2002
JOLTSNondurableGoodsManuf,JOLTSTransp_Warehousing_Utlts,0.025032345031792306,2002
JOLTSNondurableGoodsManuf,JOLTSNondurableGoodsManuf,1.0,2002
JOLTSNondurableGoodsManuf,JTSJOL_TOTAL,0.9443910440510223,2002
JOLTSNondurableGoodsManuf,UNEMPLOYED,-0.6449230270007154,2002
JTSJOL_TOTAL,JOLTS_Government,0.8358496140293394,2002
JTSJOL_TOTAL,JOLTSDurableGoodsManuf,0.3699837637660967,2002
JTSJOL_TOTAL,JOLTS_Information,0.9555734286622658,2002
JTSJOL_TOTAL,JOLTSFinanceANDInsurance,0.6790292784901965,2002
JTSJOL_TOTAL,JOLTSHealthCareSocialAssistance,0.9152444975444529,2002
JTSJOL_TOTAL,JOLTSLeisureANDHospitality,0.5574890086635661,2002
JTSJOL_TOTAL,JOLTSPrivEduHealthServices,0.9613818883386048,2002
JTSJOL_TOTAL,JOLTSProf_AND_Bus.Services,-0.9007004339374024,2002
JTSJOL_TOTAL,JOLTSRetailTrade,0.6050316257492308,2002
JTSJOL_TOTAL,JOLTSTransp_Warehousing_Utlts,-0.11890171837983682,2002
JTSJOL_TOTAL,JOLTSNondurableGoodsManuf,0.9443910440510223,2002
JTSJOL_TOTAL,JTSJOL_TOTAL,1.0,2002
JTSJOL_TOTAL,UNEMPLOYED,-0.6931006311912177,2002
UNEMPLOYED,JOLTS_Government,-0.7339738750265081,2002
UNEMPLOYED,JOLTSDurableGoodsManuf,-0.7276038733042284,2002
UNEMPLOYED,JOLTS_Information,-0.84592590016976,2002
UNEMPLOYED,JOLTSFinanceANDInsurance,-0.1429419789451161,2002
UNEMPLOYED,JOLTSHealthCareSocialAssistance,-0.8996476746021267,2002
UNEMPLOYED,JOLTSLeisureANDHospitality,-0.3310439945123107,2002
UNEMPLOYED,JOLTSPrivEduHealthServices,-0.8499434900890642,2002
UNEMPLOYED,JOLTSProf_AND_Bus.Services,0.5669739596092118,2002
UNEMPLOYED,JOLTSRetailTrade,-0.9546045163753389,2002
UNEMPLOYED,JOLTSTransp_Warehousing_Utlts,0.7434520501727537,2002
UNEMPLOYED,JOLTSNondurableGoodsManuf,-0.6449230270007154,2002
UNEMPLOYED,JTSJOL_TOTAL,-0.6931006311912177,2002
UNEMPLOYED,UNEMPLOYED,1.0,2002
JOLTS_Government,JOLTS_Government,1.0,2003
JOLTS_Government,JOLTSDurableGoodsManuf,-0.3023545660420477,2003
